Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Bar Restaurant El Cebec,Carrer Folgueroles 24,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932127571,,41.40789753055555,2.1362609444444445,
Restaurant La Masia *Tibidabo,Plaça Tibidabo 2,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",08035,+34 934176350,,41.421763580555556,2.119777555555556,http://www.grup-soteras.com
Círculo Ecuestre,Carrer Balmes 169*LB,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 934156000,,41.395733352777775,2.1539930277777777,
Restaurant La Taverneta,Passatge Duc de la Victòria 3,Ciutat Vella,el Barri Gòtic,08002,+34 933026152,,41.38435903055556,2.1728982777777777,
Restaurant Celler Can Mateo,Passeig Sant Joan 149,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 934576054,,41.40182471944444,2.165917861111111,
Restaurant El Bistro de Bruno,Carrer Oliana 14,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932016369,,41.39848103055556,2.1476698888888888,
Restaurant Flash Flash,Carrer Granada del Penedès 25,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932370990,+34 932373104,41.396594791666665,2.1522300555555556,http://www.flashflashtortilleria.com
Restaurant El Rei de la Gamba *P J Borbó,Passeig J Borbó Comte Barcelona 46*48,Ciutat Vella,la Barceloneta,08003,+34 932256400,+34 932256410,41.37772717222222,2.1885303888888887,
Bar Coop. Trabajadores Hosteleria FF.CC.,Plaça Espanya 0001,Eixample,Sant Antoni,08004,+34 934230385,,41.37544586111111,2.150411861111111,
Restaurant Fonda Gaig,Carrer Còrsega 200,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934532020,,41.391033944444445,2.152235,
Bar Restaurant La Cala,Gran Via Corts Catalanes 1028*1030,Sant Martí,Provençals del Poblenou,08020,+34 933086581,,41.41275316111111,2.2005161111111113,
Restaurant Julio's,Carrer Laforja 57*59,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932011440,,41.39724501111111,2.1468071944444445,
Restaurant El Cafetí,Carrer Sant Rafael 18,Ciutat Vella,el Raval,08001,+34 933292419,,41.37936706944444,2.169731611111111,http://www.elcafeti.com
Restaurant  Diagonal 531,Avinguda Diagonal 529*531,Les Corts,les Corts,08029,+34 934397941,+34 934106677,41.390674994444446,2.1387105555555554,
Restaurant Can Travi Nou,Carreramí Sant Cebrià 1*3,Horta-Guinardó,la Clota,08035,+34 934280301,+34 934281917,41.43039778611111,2.152150361111111,http://www.gruptravi.com
Restaurant Elche,Carrer Vila i Vilà 71,Sants-Montjuïc,el Poble Sec,08004,+34 934413089,+34 933294012,41.37398284444445,2.169196583333333,http://www.restaurantelche.com
Restaurant Pòsit Marítim *Reial Club Marítim de Barcelona,Moll Espanya 4 1r,Ciutat Vella,el Barri Gòtic,08039,+34 932216256,,41.375586894444446,2.18168475,http://www.posit.es
Restaurant La Morera,Plaça Sant Agustí 1,Ciutat Vella,el Raval,08001,+34 933187555,,41.380832202777775,2.171995611111111,
Restaurant Papá Leo,Carrer Marquès de Sentmenat 60*62,Les Corts,les Corts,08029,+34 934301938,,41.385166925,2.138336944444444,
Restaurant La Cua Curta,Carrer Carassa 1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933100015,,41.384575605555554,2.1800777222222223,
Bar musical Cafè del Sol,Carrer Planeta 16,Gràcia,la Vila de Gràcia,08012,+34 934155663,,41.40194714444444,2.156892083333333,
Restaurant Ars,Est de Sants 0000,Sants-Montjuïc,Sants,08014,+34 934907890,+34 934914915,40.64368597222222,1.8165321388888889,http://www.areas.es
Restaurant Los Cuatro Vientos,Carrer Mallorca 330,Eixample,la Dreta de l'Eixample,08037,+34 934571296,+34 932080483,41.39815602777778,2.168479972222222,
Restaurant La Tarantella,Carrer Fraternitat 37,Gràcia,la Vila de Gràcia,08012,+34 932849857,,41.40087628055556,2.1600449999999998,
Club Tennis Vall Parc,Carrertra Sant Cugat 107*127,Gràcia,Vallcarca i els Penitents,08035,+34 932126789,+34 932126491,41.42383113333333,2.1359974999999998,
Bar Restaurant O' Xeitoso,Avinguda Mare Déu de Montserrat 208,Horta-Guinardó,el Guinardó,08041,+34 934353069,,41.42083735833333,2.1737463611111107,
Restaurant Neyras,Carrer Julià Portet 1,Ciutat Vella,el Barri Gòtic,08002,+34 933024647,+34 933185637,41.386262280555556,2.1751756388888888,
Restaurant La Serra de Montserrat,Carrer Terç Mare Déu Montserrat 90,Sant Andreu,el Bon Pastor,08020,+34 933056654,,41.43097349166666,2.2059539722222223,
Bar Restaurant El Eme,Avinguda Mistral 20*LB,Eixample,Sant Antoni,08015,+34 934266932,,41.37711952777778,2.1575396388888888,
Restaurant La Ceba,Carrer Perla 10,Gràcia,la Vila de Gràcia,08012,+34 932170601,,41.403195527777775,2.1569839166666664,
Restaurant Xinès Kuunming,Passatge Forasté 2,Sarrià-Sant Gervasi,el Putxet i el Farró,08022,+34 934174166,,41.41012438888889,2.1377275555555557,
Restaurant La Gàrgola,Carrer Entença 332*334,Les Corts,les Corts,08029,+34 933212111,,41.39035875555555,2.1381680833333334,
Restaurant Speakeasy,Carrer Aribau 162,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932175072,,41.39274219722222,2.1537618333333333,http://www.drymartinibcn.com
Frankfurt La Cabaña,Carrer Provença 501,Eixample,la Sagrada Família,08025,+34 934553094,,41.407167675,2.1778020555555555,
Restaurant Gades,Carrer Esparteria 10,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933104455,,41.38420116111111,2.183126138888889,http://www.gadesfondues.com
Restaurant Al Dente,Carrer Bertrand i Serra 11,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932111843,,41.40224179444444,2.132928027777778,
Restaurant Pazo Marcelino,Carrer Calàbria 118,Eixample,la Nova Esquerra de l'Eixample,08015,+34 934245651,,41.38079685,2.1539112499999997,
Bar Restaurant El Sancle,D Zona Franca 15,Sants-Montjuïc,la Marina del Prat Vermell,08040,+34 933363509,,41.32642883055556,2.124747361111111,
Bar Restaurant Mediterrani,Carrer D Zona Franca 1*39,Sants-Montjuïc,la Marina del Prat Vermell,08040,+34 933365410,+34 933352204,41.32472775833334,2.1239908611111114,
Restaurant Font d'en Fargues,Passeig Font d'en Fargas 1,Horta-Guinardó,la Font d'en Fargues,08032,+34 934290320,,41.42743849166666,2.1660470555555555,
Restaurant El Niu (Cartella),Carrer Cartellà 86,Nou Barris,Vilapicina i la Torre Llobeta,08031,+34 933578920,,41.42850398611111,2.1699640555555555,
Bar Pibe 4,Avinguda Meridiana 0430*0432,Sant Andreu,Sant Andreu,08030,+34 933117959,,41.43348116666667,2.1837008888888887,
Cafeteria Restaurant Alfa 5,Carrer Almogàvers 169,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 933097842,,41.399674177777776,2.193353444444444,
Bar Restaurant Palillo y Tenedor,Carrer Indíbil 6,Sants-Montjuïc,la Font de la Guatlla,08004,+34 932964582,,41.36991579722222,2.1434788333333334,
Restaurant Lizarrán *Trav Gràcia,Travessera Gràcia 155,Gràcia,la Vila de Gràcia,08012,+34 932173854,+34 902400046,41.40102869444444,2.1572708888888887,
Bar Villoro,Passeig J Borbó Comte Barcelona 73,Ciutat Vella,la Barceloneta,08003,+34 932214804,,41.37567328055555,2.1893451666666666,
Restaurant Cerveseria Cel Obert,Carrer Ausias Marc 31,Eixample,la Dreta de l'Eixample,08010,+34 933025148,,41.39127336944444,2.1753313333333333,
Cerveseria Restaurant José Luís,Avinguda Diagonal 520,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932008312,,41.39521915833333,2.1523505,
Restaurant Xinès Si-Chuan,Carrer Benet Mateu 48,Sarrià-Sant Gervasi,Sarrià,08034,+34 932036048,,41.39388285555555,2.126272138888889,
Restaurant La Cantonada,Carrer Còrsega 562,Eixample,la Sagrada Família,08025,+34 934500057,+34 934362480,41.40715613333333,2.173619111111111,
Restaurant Cebreiro,Carrer Balmes 194,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932170977,,41.39702941666667,2.152703,
Bar Restaurant El Petit Gourmet,Manigua 56,Sant Andreu,el Congrés i els Indians,08027,,,41.424455377777775,2.1797820277777777,
Restaurant Nervion,Carrer Biscaia 334*336,Sant Andreu,Navas,08027,+34 933526803,,41.41483909722222,2.18993475,
Restaurant El Galiò,Carrer Ajuntament 11,Sant Andreu,Sant Andreu,08030,+34 933110575,,41.43560023333333,2.1903688888888886,
Restaurant Carballes,Avinguda Meridiana 307,Sant Andreu,la Sagrera,08027,+34 933499071,,41.42420781111111,2.1861589166666664,
Restaurant Pizzeria Fontana di Trevi,Carrer Aragó 289 bxs,Eixample,la Dreta de l'Eixample,08009,+34 932723897,,41.39380947222222,2.1667924722222223,
Restaurant Merendero Los Pinos,Carrertra Vallvidrera a Barcelona 1,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",08017,,,41.416760552777774,2.12847825,
Bar Merendero El Panta,Carreramí Pantà 46*48,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",08017,+34 932049163,,41.41533683888889,2.0969563055555556,
Bar Restaurant Merendero Can Pichurri,Carrertra Sant Cugat 1 KM 5 600,Gràcia,Vallcarca i els Penitents,08035,+34 932056519,,41.41765630277778,2.1381260833333333,
Restaurant Pizzeria Cantonata,Carrer Ausias Marc 108*110,Eixample,el Fort Pienc,08013,+34 932464790,,41.395946297222224,2.1819502777777777,
Restaurant Paradís Temporada,Passeig Manuel Girona 7,Sarrià-Sant Gervasi,Sarrià,08034,+34 932037637,+34 932036194,41.39079907222222,2.1216072222222224,
Restaurant Ria de Vigo *Sevilla,Carrer Sevilla 84,Ciutat Vella,la Barceloneta,08003,+34 932215131,,41.37628176111111,2.1901931388888887,
Bar Restaurant Ingles,Carrer Boqueria 17,Ciutat Vella,el Barri Gòtic,08002,+34 933173770,+34 933023870,41.381466680555555,2.173965611111111,
Bar Restaurant Adonis,Carrer Bailèn 188,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 934591292,,41.40123831111111,2.1650786666666666,
Restaurant Amret,Carrer Verdi 18,Gràcia,la Vila de Gràcia,08012,+34 932176550,,41.40355103333333,2.1572616944444443,
Restaurant l'Antic Forn,Carrer Pintor Fortuny 28,Ciutat Vella,el Raval,08001,+34 934120286,+34 933013938,41.38256981666667,2.1689728055555553,http://www.lanticforn.com
Restaurant La Cantonada,Carrer Isard 37,Nou Barris,la Guineueta,08042,+34 933506090,,41.440108675,2.170465472222222,
Restaurant Mar de la Ribera,Carrer Sombrerers 7,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933151336,,41.383760716666664,2.1816500555555556,
Restaurant ca l'Agustí,Carrer Pujades 249,Sant Martí,el Poblenou,08005,+34 933088986,,41.40460341666667,2.2043598333333336,
Bar Restaurant Via Galicia,Rda Sant Antoni 42,Ciutat Vella,el Raval,08001,+34 934428272,+34 933248505,41.38084636944445,2.1635667499999998,
Restaurant l'Entrecot Capricieuse,Carrer Muntaner 447,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932019650,,41.401325194444446,2.1397326666666667,
Restaurant Caliu,Carrer Assaonadors 31,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933103798,,41.38630621111111,2.1813438888888887,
Cafeteria Bracafé *Casp,Carrer Casp 2,Eixample,la Dreta de l'Eixample,08010,+34 933023082,,41.38843525555556,2.170333388888889,http://www.bracafe.com
Restaurant Niu Toc,Plaça Revolució Setembre 1868 3,Gràcia,la Vila de Gràcia,08012,+34 932137461,,41.402733786111106,2.158312583333333,
Restaurant Sandvitxeria Ok Sarria,Carrer Jaume Piquet 18 Baix,Sarrià-Sant Gervasi,Sarrià,08017,+34 932050610,,41.397771827777774,2.1237596666666665,
Bar Restaurant El Rincón del Norte,Carrer Joan Güell 107,Sants-Montjuïc,Sants,08028,+34 933391026,,41.38053214166667,2.132391222222222,
Bar Musical El Nus,Carrer Brosolí 6,Ciutat Vella,Parc,08003,+34 933195355,,41.38420286666667,2.180756388888889,
Bar El Xampanyet Ca L'Esteve,Carrer Montcada 22,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933197003,,41.38450259444444,2.181731083333333,
Restaurant Xinès Xe Wu,Prats de Molló 11,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 934178042,,41.401405775,2.137904333333333,
Restaurant Xinès Mago-Gang,Carrer Oblit 3,Horta-Guinardó,el Guinardó,08041,+34 933479389,,41.420471388888885,2.1793746388888886,
Restaurant Comtes d'Urgell,Carrer Guineueta 2,Nou Barris,la Guineueta,08042,+34 934278167,,41.439643475,2.1666911388888885,
Restaurant Estrela Galega,Carrer Rosalía de Castro 26*28,Horta-Guinardó,el Baix Guinardó,08025,+34 934355080,,41.410756830555556,2.1712201388888888,
Bar Restaurant El Ke,Carrer Roger de Llúria 39,Eixample,la Dreta de l'Eixample,08009,+34 934875502,,41.39254965833333,2.1694265833333333,
Restaurant Mi Cali Bella,Carrer Olivera 10,Sants-Montjuïc,el Poble Sec,08004,+34 934417973,,41.37347476666667,2.159619972222222,
Bar Restaurant Cal Penina,Carrer Radas 61,Sants-Montjuïc,el Poble Sec,08004,+34 934411113,,41.37237565833333,2.1605440555555555,
Restaurant Hispano,Passeig J Borbó Comte Barcelona 21,Ciutat Vella,la Barceloneta,08003,+34 932214297,,41.37972777777778,2.187742611111111,
Restaurant El Caliu,Carrer Torrent de l'Olla 38*40,Gràcia,la Vila de Gràcia,08012,+34 934584770,,41.399629794444444,2.160211583333333,
Restaurant El Barril,Passeig Verdum 37*39,Nou Barris,la Guineueta,08042,+34 933531242,,41.43658695277777,2.1723228333333333,
Restaurant Hockey Club,Carrer París 205,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932000340,,41.39405580277778,2.1536226666666667,
La Cotxera,Carrerosta i Cuxart 31 Baix,Nou Barris,Vilapicina i la Torre Llobeta,08016,+34 933522502,,41.428176388888886,2.1756778333333333,
Restaurant La Fusta de Sants,Passeig Sant Antoni 12,Sants-Montjuïc,Sants,08014,+34 933313181,,41.37626665277778,2.1367883333333335,
Cafeteria Restaurant Don Jabugo,Carrer Comte de Salvatierra 5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932187188,,41.39633946944444,2.1542003055555554,
Restaurant Granja Grill New Cream,Carrer Guitard 56*58,Les Corts,les Corts,08014,+34 933216035,,41.38323688888889,2.1374795,
Restaurant Europa,Carrer Europa 26,Les Corts,les Corts,08028,+34 934396779,,41.387104225,2.130336138888889,
Restaurant La Gran Finestra,Carrer Fígols 11*13,Les Corts,les Corts,08028,+34 934111480,,41.38268886944444,2.129647361111111,
Restaurant  La Garza,Doctor August Pi i Sunyer 3,Les Corts,Pedralbes,08034,+34 932051672,,41.38949190833333,2.123418722222222,
Restaurant Taverna la Boheme,Carrer Blai 65,Sants-Montjuïc,el Poble Sec,08004,+34 933299829,,41.37468571388889,2.1617185277777775,
Restaurant Moscatell,Carrer Santjoanistes 18,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 932023130,,41.40290370277778,2.1472612777777775,
Restaurant La Nata,Carrer Joan Güell 189,Les Corts,les Corts,08028,+34 933391416,,41.38459597777778,2.1304594722222223,
Bar Marsella,Carrer Sant Pau 65,Ciutat Vella,el Raval,08001,,,41.37824731944445,2.1712054444444444,
Museu Frederic Marès,Plaça Sant Iu 5*6,Ciutat Vella,el Barri Gòtic,08002,+34 932682598,,41.384280305555556,2.1770915555555552,http://www.museumares.bcn.es
Restaurant Xinès Estrella Oriente,Avinguda República Argentina 163,Sarrià-Sant Gervasi,el Putxet i el Farró,08023,+34 934184031,,41.41138208611111,2.1431996944444442,
Bar Tris-Tras,Plaça Molina 8,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932370939,,41.400963527777776,2.1475463055555557,
Restaurant La Font de Prades *Poble Espanyol,Avinguda Francesc Ferrer Guàrdia 13*27,Sants-Montjuïc,el Poble-sec,08038,+34 934267519,+34 933251283,41.369117261111114,2.1467245833333335,
Bar Grupeto,Travessera Corts 274,Les Corts,les Corts,08014,+34 934197097,,41.38643350277778,2.135058388888889,
Restaurant Tratoria  La Bricciola,Carrer Olzinelles 19,Sants-Montjuïc,Sants,08014,+34 934321933,,41.37371813611111,2.136503972222222,http://www.pizzerialabriciola.com
Bar McDonald's *Ferran,Carrer Ferran 1,Ciutat Vella,el Barri Gòtic,08002,+34 933179887,+34 933173446,41.38045859166667,2.1742578888888886,http://www.mcdonalds.es
Restaurant Florència,Avinguda Diagonal 570,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932002111,,41.39410965277778,2.148972833333333,
Restaurant Xinès Oriente City,Carrer Aragó 360,Eixample,la Dreta de l'Eixample,08009,+34 932658904,+34 932457423,41.396955802777775,2.1715140555555554,
Restaurant La Fonda,Carrer Escudellers 10,Ciutat Vella,el Barri Gòtic,08002,+34 933017515,+34 933188729,41.37938227777778,2.176195361111111,
Restaurant Domino's Pizza *Cartellà,Carrerartellà 189,Horta-Guinardó,Horta,08031,+34 934200100,,41.430388369444444,2.1637989166666665,
Restaurant Boston Pizza *Alfons XII,Carrer Alfons XII 13,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 934145252,,41.397902719444446,2.1501105277777777,
Bar Gurn Bcn,Carrer Josep Anselm Clavé 19,Ciutat Vella,el Barri Gòtic,08002,,,41.37760335833333,2.1780356666666667,
Restaurant Rebost de la Plana,Plaça Trilla 3,Gràcia,la Vila de Gràcia,08012,+34 932379046,+34 932379227,41.403560516666666,2.1524800277777776,
Restaurant Xinès Gran Mundo,Gran Via Corts Catalanes 1039*1041,Sant Martí,Sant Martí de Provençals,08020,+34 933071712,+34 932664462,41.414597377777774,2.20060475,
Bar Restaurant Can Riera,Carrer Pare Secchi 45*49,Sant Andreu,Sant Andreu,08030,+34 933115404,,41.43409912777778,2.1865359166666662,
Restaurant Emperador *Palau de Mar,Plaça Pau Vila 1,Ciutat Vella,la Barceloneta,08039,+34 932210220,+34 932210095,41.38066925555555,2.1855031111111107,
Bar La Foret des Fees,Passatge Banca 5,Ciutat Vella,el Barri Gòtic,08002,+34 933172649,+34 933185346,41.377099675000004,2.1774425555555554,
Bar Cafè Aroma,Balmes 110,Eixample,la Dreta de l'Eixample,08008,+34 934879321,,41.39268735833333,2.1583384999999997,
Bar Restaurant Panchito *Vico,Carrer Vico 28,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932021713,,41.40010750277778,2.1361236944444446,http://www.panchito.com
Bar-Frankfurt El Taco,Mas Duran 14*16,Nou Barris,la Prosperitat,08016,+34 933591460,,41.443427625,2.1796410277777776,
Restaurant Specchio Magico,Carrer Luís Antúnez 3,Gràcia,la Vila de Gràcia,08006,+34 934153371,,41.398742363888886,2.155969333333333,
Restaurant La Galerna *Port Olimpic,Moll Gregal 3*4,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932212774,,41.387021775,2.2007106944444446,
Restaurant El Libanes*Port Olímpic,Moll Mestral 16*17,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210463,,41.387021775,2.2007106944444446,
Restaurant Barnabier-La Cerveseria del Port,Marina 16,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210212,+34 932256180,41.38731386388889,2.197359333333333,http://www.barnabier.com
Bar Cala Mar *Port Olímpic,Port Olímpic 0100*LP,Sant Martí,Poble Nou,08005,+34 932210039,,40.643695244444444,1.8165906388888888,
Restaurant El Celler del Rocxi *Port Olimpic,Moll Gregal 26,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210021,+34 932212396,41.387021775,2.2007106944444446,http://www.rocxi.com
Bar Restaurant El Tossal,Carrer Tordera 12,Gràcia,la Vila de Gràcia,08012,+34 934576382,,41.40063858888889,2.1603103888888886,
Bar musical O'Clock,Avinguda Meridiana 228,Sant Andreu,Navas,08027,+34 934086678,,41.41631515277778,2.187214638888889,
Bar Cava Universal,Plaça Portal de la Pau 4,Ciutat Vella,el Barri Gòtic,08002,+34 933026184,,41.376820494444445,2.1774437222222223,
Restaurant Avenida *Cardenal Reig,Carrerardenal Reig 26,Les Corts,la Maternitat i Sant Ramon,08028,+34 934403057,,41.3774358,2.1158481944444447,
Restaurant Chiringuito,Avinguda Litoral 36,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211401,+34 932254982,41.389592058333335,2.199978333333333,http://www.monchos.com
Restaurant El Patio Latino,Carrer Martínez de la Rosa 10,Gràcia,la Vila de Gràcia,08012,+34 934161923,,41.39909526388889,2.159963388888889,http://www.elpatiolatino.com
Restaurant Via Fora *Gràcia,Riera de Sant Miquel 25,Gràcia,la Vila de Gràcia,08006,+34 934153915,,41.397671275,2.1567785277777776,http://www.viafora.com
Restaurant Reial Club Naútic Barcelona,Moll Espanya 2*3,Ciutat Vella,Barri Gotic,08039,+34 932216508,+34 932216253,41.37705957777778,2.18326025,http://www.rcnb.es
Restaurant On Li Iu,Carrer Sant Pere Màrtir 43,Gràcia,la Vila de Gràcia,08012,+34 934157214,,41.400029427777774,2.1566774166666667,
Restaurant El Racó de les Bruixes,Carrer Aulèstia i Pijoan 4,Gràcia,la Vila de Gràcia,08012,+34 932182379,,41.40253445277778,2.1514534722222223,http://www.elracodelesbruixes.com
Restaurant Bistrot Sants *Est Sants,Est de Sants 0,Sants-Montjuïc,Sants,08014,+34 935035300,+34 934906045,40.64368597222222,1.8165321388888889,http://www.bchoteles.com
Restaurant La Cantina de l'Estació *Est Sants,Est de Sants 0,Sants-Montjuïc,Sants,08014,+34 935035300,+34 934906045,40.64368597222222,1.8165321388888889,http://www.bchoteles.com
Bar Pans & Company *Port Olímpic,Marina 16*18,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211101,+34 932213735,41.38731386388889,2.197359333333333,http://www.pansandcompany.com
Gran Bar,Padilla 371,Horta-Guinardó,el Baix Guinardó,08025,+34 933475518,,41.411173258333335,2.1698063055555554,
Restaurant El Rei de la Gamba *Port Olimpic,Moll Mestral 23*24*25,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210012,+34 932211121,41.387021775,2.2007106944444446,http://www.elreydelagamba.com
Restaurant La Fitora *Port Olimpic,Moll Gregal 18*19,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932212243,+34 932212906,41.387021775,2.2007106944444446,
Bar Café & Tapas  *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 934052855,,41.389715055555556,2.1353775555555554,http://www.cafeandte.com
Restaurant Taberna Gallega de Marcos *Port Olímpic,Moll Gregal 23*24,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211524,+34 932213365,41.387021775,2.2007106944444446,http://www.latabernagallega.com
Café & Café *Port Olímpic,Port Olímpic 100*LP,Sant Martí,Poble Nou,08005,,,41.38813465,2.199099833333333,
Olimpic Cocktail *Port Olímpic,Port Olímpic 100*LP,Sant Martí,Poble Nou,08005,,,41.38813465,2.199099833333333,
Restaurant Domino's Pizza *Joan Torras,Joan Torras 25,Sant Andreu,Sant Andreu,08030,+34 932740101,,41.43781638055555,2.1916803333333332,
Restaurant Japonès Ginza,Carrer Provença 205,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934517193,,41.39215222222222,2.157893638888889,
Bar Cafeteria Bugui *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 934440012,,41.389715055555556,2.1353775555555554,
Restaurant Escamarlà *Port Olimpic,Avinguda Litoral 40,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932211366,,41.389592058333335,2.199978333333333,
Restaurant Jamoneria Jabugo *Port Olimpic,Moll Mestral 8*9,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932210525,,41.387021775,2.2007106944444446,
Bar Líder,Pinar del Río 35,Sant Andreu,el Congrés i els Indians,08027,+34 933518564,,41.422386024999994,2.181547277777778,
Restaurant Les Quinze Nits,Plaça Reial 6,Ciutat Vella,el Barri Gòtic,08002,+34 933173075,+34 933170923,41.38050444444445,2.1750791388888886,
Restaurant La Fonda del Port *Port Olimpic,Moll Gregal 7*8,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932212210,+34 932218039,41.387021775,2.2007106944444446,http://www.lafondadelport.com
Restaurant Montjuïc El Xalet,Avinguda Miramar 31 bxs,Sants-Montjuïc,el Poble Sec,08038,+34 933249270,+34 933291234,41.36906233333333,2.164596111111111,http://www.gruptravi.com
Restaurant Can Cortada,Avinguda Estatut de Catalunya 88,Horta-Guinardó,Horta,08035,+34 934272315,+34 934270294,41.43760325277778,2.152787694444444,http://www.gruptravi.com
Bar Tarkus,Avingudainyó 40,Ciutat Vella,el Barri Gòtic,08002,+34 934127383,,41.380513658333335,2.178225111111111,
Estació de França de RENFE,Avinguda Marquès de l'Argentera 6,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933101633,,41.38387441388889,2.187179333333333,
Bar Cofi-Xoc,Alcolea 73 Baix,Sants-Montjuïc,Sants,08014,+34 933396566,,41.377497725,2.1360575833333333,
Restaurant Neo Clasic,Gran Via Corts Catalanes 692 bxs,Eixample,la Dreta de l'Eixample,08010,+34 932652866,,41.39335290277778,2.1739444166666666,
Bar La Mar Salada *Port Olímpic,Port Olímpic 0100*LP,Sant Martí,Poble Nou,08005,+34 932210964,,40.643695244444444,1.8165906388888888,
Restaurant  Cerveseria l'Ovella Negra,Carrer Zamora 78,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 933095938,+34 933002489,41.39597243055555,2.1901870277777777,http://www.ovellanegra.net
Restaurant Casa Lizarriturry,Carrer Castellnou 37,Sarrià-Sant Gervasi,les Tres Torres,08017,+34 932053033,,41.395457216666664,2.1297819166666665,
Restaurant La Varema,Carrer Comte d'Urgell 88,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 934516891,,41.382982475,2.1577060555555554,
Bar McDonald's *Glòries,Avinguda Diagonal 208,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934860474,+34 934860197,41.404945033333334,2.192503722222222,http://www.mcdonalds.es
Bar Zumolindo,Avinguda Meridiana 302,Sant Andreu,la Sagrera,08027,+34 933495026,,41.42317991388889,2.187238861111111,
Restaurant Fusión Bar,Carrer Gignàs 10*12,Ciutat Vella,el Barri Gòtic,08002,+34 933152759,,41.38070317222222,2.1797013888888888,
Bar Pans & Company *Maremàgnum,Moll Espanya 5*6,Ciutat Vella,el Barri Gòtic,08039,+34 932258070,+34 932258069,41.37573091111111,2.1832132777777775,http://www.pansandcompany.es
Bar Cafeteria l'Antiquari,Plaça Rei 11,Ciutat Vella,el Barri Gòtic,08002,+34 933100435,,41.38401821666667,2.177610361111111,
Restaurant L'Elx al Moll *Maremàgnum,Moll Espanya 5*6 local 9,Ciutat Vella,el Barri Gòtic,08039,+34 932258117,+34 932258120,41.375419236111114,2.1823758333333334,http://www.restaurantelche.com
Casi,Massens 70,Gràcia,la Vila de Gràcia,08024,+34 932198114,,41.40904486944444,2.1559223055555554,
Restaurant Pizzeria Tres i No Res,Carrer Cera 53,Ciutat Vella,el Raval,08001,+34 934413016,,41.37787784166667,2.1650840833333334,
Bar bodega Lucas,Maresme 42,Sant Martí,el Besòs i el Maresme,08019,+34 933081942,,41.41259352777777,2.215697416666667,
